status,Short name,Next,Parent,Contest ID,Full name,Date,Location,Venue,Web,Scoreboard,Frozen SB,Standings,Rankings,ICPC standings,Any
,south-pacific-2004,south-pacific-2005,wf-2005,1211,2004 ACM South Pacific Programming Contest,2004-09-18,,,,,,https://sppcontests.org/archive/2004-icpc-results/,,http://web.archive.org/web/20050731100502/http://icpc.baylor.edu/icpc/regionals/ViewRegionalStandings.asp?ContestID=679,Yes
,south-pacific-2003,south-pacific-2004,wf-2004,1135,2003 ACM South Pacific Programming Contest,2003-09-20,,,,,,https://sppcontests.org/archive/2003-icpc-results/,,,Yes
,south-pacific-2002,south-pacific-2003,wf-2003,1133,2002 ACM South Pacific Programming Contest,2002-09-21,,,,,,https://sppcontests.org/archive/2002-icpc-results/,,,Yes
,south-pacific-2001,south-pacific-2002,wf-2002,1236,2001 ACM South Pacific Programming Contest,2001-09-15,,,,,,https://sppcontests.org/archive/2001-icpc-results/,,,Yes
,south-pacific-2000,south-pacific-2001,wf-2001,1218,2000 ACM South Pacific Programming Contest,2000-09-16,,,,,,https://sppcontests.org/archive/2000-icpc-results/,,,Yes
,south-pacific-1999,south-pacific-2000,wf-2000,1121,1999 ACM South Pacific Programming Contest,1999-09-18,,,,,,https://sppcontests.org/archive/1999-icpc-results/,,,Yes
,south-pacific-1998,south-pacific-1999,wf-1999,1029,1998 ACM South Pacific Programming Contest,1998-09-29,,,,,,https://sppcontests.org/wp-content/uploads/2024/07/1998_archive/regionalresults1998.pdf,,,Yes
,south-pacific-1997,south-pacific-1998,wf-1998,pre-cms,,,,,,,,https://sppcontests.org/wp-content/uploads/2024/07/archive_results_pdfs/regionalresults1997.pdf,,,
,south-pacific-1996,south-pacific-1997,wf-1997,pre-cms,,,,,,,,,,,
,south-pacific-1995,south-pacific-1996,wf-1996,pre-cms,,,,,,,,https://sppcontests.org/wp-content/uploads/2024/07/archive_results_pdfs/regionalresults1995.pdf,,,
,south-pacific-1994,south-pacific-1995,wf-1995,pre-cms,,,,,,,,https://sppcontests.org/wp-content/uploads/2024/07/archive_results_pdfs/regionalresults1994.pdf,,,
,south-pacific-1993,south-pacific-1994,wf-1994,pre-cms,,,,,,,,https://sppcontests.org/wp-content/uploads/2024/07/archive_results_pdfs/southpacificresults1993.pdf,,,Yes
,south-pacific-1992,south-pacific-1993,wf-1993,pre-cms,,,,,,,,https://sppcontests.org/archive/1992-icpc-results/,,,Yes
,south-pacific-1991,south-pacific-1992,wf-1992,pre-cms,,,,,,,,,,,
future,south-pacific-division-2026,-,south-pacific-2026,9682,2026 ICPC South Pacific Independent Regional Contest Preliminary,,,,,,,,,,
,south-pacific-division-2025,south-pacific-division-2026,south-pacific-2025,9379,2025 ICPC South Pacific Independent Regional Contest Preliminary,,,,,,,,,,
,south-pacific-division-2024,south-pacific-division-2025,south-pacific-2024,8761,2024 South Pacific Independent Regional Contest Preliminary,2024-08-31,,,,"https://sppcontests.org/wp-content/uploads/2024/09/ScoreboardA-1.html, https://sppcontests.org/wp-content/uploads/2024/09/ScoreboardB-1.html",,,,,Yes
,south-pacific-division-2023,south-pacific-division-2024,south-pacific-2023,7527,2023 South Pacific Independent Regional Contest Preliminary,2023-09-03,,,,,,,,,
,south-pacific-division-2022,south-pacific-division-2023,south-pacific-2022,5635,2022 South Pacific Independent Regional Contest Divisional,2022-10-15,,,,,,,,,
,south-pacific-division-2021,south-pacific-division-2022,south-pacific-2021,4860,2021 South Pacific Independent Regional Contest Divisional,2021-10-16,,,,https://sppcontests.org/wp-content/uploads/2024/07/2021_archive/2021_Divisionals_Scoreboard.pdf,,,,,Yes
,south-pacific-west-2019,south-pacific-division-2021,south-pacific-2019,4280,South Pacific Western Division,,,,,http://web.archive.org/web/20201021204142/http://public.webdev.aut.ac.nz/ACM/Scoreboards/2019/Divisional/Scoreboard-Full.html,,,,,Yes
,south-pacific-west-2018,south-pacific-west-2019,south-pacific-2018,3616,South Pacific Western Division,2018-10-20,,,,,,,,,
,south-pacific-west-2017,south-pacific-west-2018,south-pacific-2017,3245,ACM South Pacific Western Division,2017-10-14,,,,http://web.archive.org/web/20180127213946/http://public.webdev.aut.ac.nz:80/ACM/Scoreboards/2017/Divisional/Scoreboard.htm,,,,,Yes
,south-pacific-west-2016,south-pacific-west-2017,south-pacific-2016,3102,ACM South Pacific Western Division,2016-10-08,,,http://web.archive.org/web/20180321024125/https://acmicpc.unisa.edu.au/index.php/regional-contest-current/55-regional-contests/2016-regional-contests/143-2016-south-pacific-region-contests,http://web.archive.org/web/20180329094133/http://public.webdev.aut.ac.nz:80/ACM/Scoreboards/2016/Divisional/Scoreboard_Division.htm,,,,,Yes
,south-pacific-west-2015,south-pacific-west-2016,south-pacific-2015,2748,ACM South Pacific Western Division,2015-08-22,,,,http://web.archive.org/web/20160130034034/http://public.webdev.aut.ac.nz:80/ACM/Scoreboards/2015/Divisonal/WesternDivision.html,,,,,Yes
,south-pacific-west-2014,south-pacific-west-2015,south-pacific-2014,2541,ACM South Pacific Western Division,2014-08-30,,,,https://web.archive.org/web/20150512144411/http://elena.aut.ac.nz/homepages/acm_contest/2014/Western/ScoreboardW.htm,,,,,Yes
,south-pacific-central-2019,south-pacific-division-2021,south-pacific-2019,4281,South Pacific Central Division,2019-09-21,,,,http://web.archive.org/web/20201021204142/http://public.webdev.aut.ac.nz/ACM/Scoreboards/2019/Divisional/Scoreboard-Full.html,,,,,Yes
,south-pacific-central-2018,south-pacific-central-2019,south-pacific-2018,3615,South Pacific Central Division,2018-10-20,,,,,,,,,
,south-pacific-central-2017,south-pacific-central-2018,south-pacific-2017,3246,ACM South Pacific Central Division,2017-10-14,,,,http://web.archive.org/web/20180127213946/http://public.webdev.aut.ac.nz:80/ACM/Scoreboards/2017/Divisional/Scoreboard.htm,,,,,Yes
,south-pacific-central-2016,south-pacific-central-2017,south-pacific-2016,3103,ACM South Pacific Central Division,2016-10-08,,,http://web.archive.org/web/20180321024125/https://acmicpc.unisa.edu.au/index.php/regional-contest-current/55-regional-contests/2016-regional-contests/143-2016-south-pacific-region-contests,http://web.archive.org/web/20180329094133/http://public.webdev.aut.ac.nz:80/ACM/Scoreboards/2016/Divisional/Scoreboard_Division.htm,,,,,Yes
,south-pacific-central-2015,south-pacific-central-2016,south-pacific-2015,2749,ACM South Pacific Central Division,2015-08-22,,,,http://web.archive.org/web/20160130152001/http://public.webdev.aut.ac.nz:80/ACM/Scoreboards/2015/Divisonal/CentralDivision.html,,,,,Yes
,south-pacific-central-2014,south-pacific-central-2015,south-pacific-2014,2542,ACM South Pacific Central Division,2014-08-30,,,,http://web.archive.org/web/20161018092715/http://public.webdev.aut.ac.nz:80/ACM/Scoreboards/2014/Central/ScoreboardC.htm,,,,,Yes
,south-pacific-east-2019,south-pacific-division-2021,south-pacific-2019,4282,South Pacific Eastern Division,,,,,http://web.archive.org/web/20201021204142/http://public.webdev.aut.ac.nz/ACM/Scoreboards/2019/Divisional/Scoreboard-Full.html,,,,,Yes
,south-pacific-east-2018,south-pacific-east-2019,south-pacific-2018,3617,South Pacific Eastern Division,2018-10-20,,,,http://web.archive.org/web/20190123192806/http://public.webdev.aut.ac.nz/ACM/Scoreboards/2018/Divisional/ScoreboardEast.html,,,,,Yes
,south-pacific-east-2017,south-pacific-east-2018,south-pacific-2017,3244,ACM South Pacific Eastern Division,2017-10-14,,,,http://web.archive.org/web/20180127213946/http://public.webdev.aut.ac.nz:80/ACM/Scoreboards/2017/Divisional/Scoreboard.htm,,,,,Yes
,south-pacific-east-2016,south-pacific-east-2017,south-pacific-2016,3101,ACM South Pacific Eastern Division,2016-10-08,,,http://web.archive.org/web/20180321024125/https://acmicpc.unisa.edu.au/index.php/regional-contest-current/55-regional-contests/2016-regional-contests/143-2016-south-pacific-region-contests,http://web.archive.org/web/20180329094133/http://public.webdev.aut.ac.nz:80/ACM/Scoreboards/2016/Divisional/Scoreboard_Division.htm,,,,,Yes
,south-pacific-east-2015,south-pacific-east-2016,south-pacific-2015,2750,ACM South Pacific Eastern Division,2015-08-22,,,,http://web.archive.org/web/20160130072749/http://public.webdev.aut.ac.nz:80/ACM/Scoreboards/2015/Divisonal/EasternDivision.html,,,,,Yes
,south-pacific-east-2014,south-pacific-east-2015,south-pacific-2014,2540,ACM South Pacific Eastern Division,2014-08-30,,,,https://web.archive.org/web/20150512142102/http://elena.aut.ac.nz/homepages/acm_contest/2014/Eastern/ScoreboardE.htm,,,,,Yes
,nzpc-2023,-,,n/a,2023 New Zealand Programming Contest,,,,https://nzprogcontest.org.nz/results/2023/,https://nzprogcontest.org.nz/results/2023/,,,,,Yes
,nzpc-2022,nzpc-2023,,n/a,,,,,https://nzprogcontest.org.nz/results/2022/,https://nzprogcontest.org.nz/results/2022/,,,,,Yes
,nzpc-2021,nzpc-2022,,n/a,,,,,https://nzprogcontest.org.nz/results/2021/,https://nzprogcontest.org.nz/results/2021/,,,,,Yes
,nzpc-2020,nzpc-2021,,n/a,,,,,https://nzprogcontest.org.nz/results/2020/,https://nzprogcontest.org.nz/results/2020/,,,,,Yes
,nzpc-2019,nzpc-2020,,n/a,,,,,https://nzprogcontest.org.nz/results/2019/,https://nzprogcontest.org.nz/results/2019/,,,,,Yes
,nzpc-2018,nzpc-2019,,n/a,,,,,https://nzprogcontest.org.nz/results/2018/,https://nzprogcontest.org.nz/results/2018/,,,,,Yes
,nzpc-2017,nzpc-2018,,n/a,,,,,https://nzprogcontest.org.nz/results/2017/,https://nzprogcontest.org.nz/results/2017/,,,,,Yes
,nzpc-2016,nzpc-2017,,n/a,,,,,https://nzprogcontest.org.nz/results/2016/,https://nzprogcontest.org.nz/results/2016/,,,,,Yes
,nzpc-2015,nzpc-2016,,n/a,,,,,https://nzprogcontest.org.nz/results/2015/,https://nzprogcontest.org.nz/results/2015/,,,,,Yes
,nzpc-2013,nzpc-2015,south-pacific-2013,2042,2013 New Zealand Programming Contest,2013-08-17,,,,,,,,,
,nzpc-2012,nzpc-2013,south-pacific-2012,1534,2012 New Zealand Programming Contest,2012-08-11,,,,,,,,,
,nzpc-2011,nzpc-2012,,n/a,,,,,,,,,,,
,nzpc-2010,nzpc-2011,,n/a,,,,,,,,,,,
,nzpc-2009,nzpc-2010,,n/a,,,,,,,,,,,
,nzpc-2008,nzpc-2009,,n/a,,,,,,,,,,,
,nzpc-2007,nzpc-2008,,n/a,,,,,,,,,,,
,nzpc-2006,nzpc-2007,,n/a,,,,,,,,,,,
,nzpc-2005,nzpc-2006,,n/a,,,,,,,,,,,
,nzpc-2004,nzpc-2005,,n/a,,,,,,,,,,,
,nzpc-2002,nzpc-2004,,n/a,,,,,,,,,,,
,nzpc-1998,-,south-pacific-1998,n/a,,,,,,,,https://web.archive.org/web/20100710010615/http://icpc.baylor.edu/past/icpc99/Regionals/NZ98/Standings.htm,,,Yes
,australia-2013,-,south-pacific-2013,2045,2013 Australian Programming Contest,2013-09-07,,,https://web.archive.org/web/20130920014853/http://www.cse.unsw.edu.au:80/~elgindyh/AuPC/home.html,,,,,,
,australia-1998,-,south-pacific-1998,n/a,,,,,,,,https://web.archive.org/web/20100710005352fw_/http://icpc.baylor.edu/past/icpc99/Regionals/Aus98/Standings.htm,,,Yes
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
camp,-,,taiwan-2014,2613,ACM-ICPC Taiwan Summer Camp Second Programming Contest,2014-09-13,,,,,,,,,
camp,-,,taiwan-2014,2614,ACM-ICPC Taiwan Summer Camp First Programming Contest,2014-09-05,,,,,,,,,
camp,-,,wf-2018,3399,The 2017 ACM-ICPC Taiwan Summer Training Camp Invitational Contest,2017-08-15,,,,,,,,,
camp,-,,,4594,ICPC Shanghai Training Camp powered by Huawei,,,,,,,,,,
camp,-,,,4743,2021 ICPC Shanghai Training Camp powered by Huawei,,,,,,,,,,
camp,-,,wf-2022,5300,The 2021 ICPC Training Camps,,,,,,,,,,
camp,-,,wf-2022,5301,The ICPC Training Camp powered by Huawei,,,,,,,,,,
camp,-,,wf-2023,5516,The 2022 ICPC Training Camps,,,,,,,,,,
camp,-,,wf-2023,5517,The 2023 ICPC Training Camp powered by Huawei (by Invitation Only),2023-02-07,,,,,,,,,
camp,-,,,5542,2022 ICPC Shanghai Training Camp powered by Huawei,,,,,,,,,,
camp,-,,,7532,2023 ICPC Dongguan Training Camp powered by Huawei (by Invitation Only),,,,,,,,,,
camp,-,,,7705,2023 ICPC Shanghai Training Camp powered by Huawei,,,,,,,,,,
camp,-,,,7842,2023 ICPC Europe Training Camp powered by Huawei (by Invitation Only),,,,,,,,,,
camp,-,,,8369,RCPCamp Romanian Training Camp,,,,,,,,,,
camp,-,,wf-2025,8852,The 2024 ICPC Training Camps,,,,,,,,,,
camp,-,,wf-2025,8854,RCPCamp Romanian Training Camp,,,,,,,,,,
camp,-,,wf-2025,9086,The 2024 China ICPC Training Camp powered by Huawei (by Invitation Only),2024-08-12,,,,,,,,,
camp,-,,wf-2025,9087,The 2024 Europe ICPC Training Camp powered by Huawei (by Invitation Only),2024-08-27,,,,,,,,,
camp,-,,cerc-2024,9148,"The 5th Osijek Competitive Programming Training Camp, 2025 Winter",2025-02-15,,,,,,,,,
camp,-,,wf-2026,9250,The 2025 ICPC Training Camps & Challenges,,,,,,,,,,
camp,-,,wf-2026,9251,The 2025 China ICPC Training Camp powered by Huawei (by Invitation Only),2025-08-15,,,,,,,,,
camp,-,,wf-2026,9252,The 2025 Europe ICPC Training Camp powered by Huawei (by Invitation Only),2025-08-09,,,,,,,,,
camp,-,,wf-2026,9253,RCPCamp Romanian Training Camp,,,,,,,,,,
camp,-,,cerc-2025,9357,"The 5th Osijek Competitive Programming Training Camp, 2026 Winter",,,,,,,,,,
camp,-,,seerc-2025,9417,The 2025 ICPC SEERC Camp Patras,2025-05-03,,,,,,,,,
camp,-,,mexico-2025,9460,Training Camp Mexico 2025,2025-08-21,,,,,,,,,
camp,-,,greece-2025,9486,Training Camp GRCPC 2025,2025-10-04,,,,,,,,,
camp,-,,wf-2027,9558,The 2026 ICPC Training Camps & Challenges,,,,,,,,,,
camp,-,,wf-2027,9559,The 2026 Europe ICPC Training Camp powered by Huawei (by Invitation Only),,,,,,,,,,
camp,-,,wf-2027,9560,RCPCamp Romanian Training Camp,,,,,,,,,,
camp,-,,wf-2027,9562,The 2026 China ICPC Training Camp powered by Huawei (by Invitation Only),,,,,,,,,,
camp,-,,greece-2026,9568,Training Camp GRCPC 2026,,,,,,,,,,
camp,-,,seerc-2026,9576,The 2026 ICPC SEERC Camp Patras,,,,,,,,,,
camp,-,,cerc-2026,9590,"The 5th Osijek Competitive Programming Training Camp, 2027 Winter",,,,,,,,,,
camp,-,,mexico-2026,9818,Training Camp Mexico 2026,,,,,,,,,,
cancelled,,,central-america-2009,568,The 2009 ACM-ICPC Mexico Programming Contest,,,,,,,,,,
cancelled,mexico-2010,,central-america-2010,588,The 2010 ACM-ICPC Mexico Programming Contest,2010-10-22,,,,,,,,,
cancelled,-,,romania-2010,705,The 2010 Cluj Subregion Contest,2010-05-15,,,,,,,,,
cancelled,-,,romania-2010,706,The 2010 Iasi Subregion Contest,2010-05-15,,,,,,,,,
cancelled,-,,romania-2010,707,The 2010 Timisoara Subregion Contest,2010-05-15,,,,,,,,,
cancelled,,,central-america-2011,894,The 2011 National Programming Contest Baja California,,,,,,,,,,
cancelled,,,central-america-2011,895,The 2011 National Programming Contest Sonora,,,,,,,,,,
cancelled,,,central-america-2011,896,The 2011 National Programming Contest Chihuahua,,,,,,,,,,
cancelled,,,central-america-2011,897,The 2011 National Programming Contest Sinaloa,,,,,,,,,,
cancelled,,,central-america-2011,898,The 2011 National Programming Contest Durango,,,,,,,,,,
cancelled,,,central-america-2011,899,The 2011 National Programming Contest Nayarit,,,,,,,,,,
cancelled,,,central-america-2011,901,The 2011 National Programming Contest Colima,,,,,,,,,,
cancelled,,,central-america-2011,902,The 2011 National Programming Contest Guatemala,,,,,,,,,,
cancelled,,,central-america-2011,903,The 2011 National Programming Contest Costa Rica,,,,,,,,,,
cancelled,,,central-america-2011,904,The 2011 National Programming Contest Panama,,,,,,,,,,
cancelled,,,central-america-2011,905,The 2011 National Programming Contest Coahuila,,,,,,,,,,
cancelled,,,central-america-2011,908,The 2011 National Programming Contest Zacatecas,,,,,,,,,,
cancelled,,,central-america-2011,909,The 2011 National Programming Contest San Luis Potosi,,,,,,,,,,
cancelled,,,central-america-2011,910,The 2011 National Programming Contest Aguascalientes,,,,,,,,,,
cancelled,,,central-america-2011,911,The 2011 National Programming Contest Guanajuato,,,,,,,,,,
cancelled,,,central-america-2011,913,The 2011 National Programming Contest Hidalgo,,,,,,,,,,
cancelled,,,central-america-2011,914,The 2011 National Programming Contest Veracruz,,,,,,,,,,
cancelled,,,central-america-2011,916,The 2011 National Programming Contest Estado de Mexico,,,,,,,,,,
cancelled,,,central-america-2011,918,The 2011 National Programming Contest Morelos,,,,,,,,,,
cancelled,,,central-america-2011,920,The 2011 National Programming Contest Guerrero,,,,,,,,,,
cancelled,,,central-america-2011,921,The 2011 National Programming Contest Oaxaca,,,,,,,,,,
cancelled,,,central-america-2011,922,The 2011 National Programming Contest Tabasco,,,,,,,,,,
cancelled,,,central-america-2011,923,The 2011 National Programming Contest Chiapas,,,,,,,,,,
cancelled,,,central-america-2011,925,The 2011 National Programming Contest Quintana Roo,,,,,,,,,,
cancelled,,,central-america-2011,926,The 2011 National Programming Contest Yucatan,,,,,,,,,,
cancelled,,,central-america-2011,941,The 2011 ICPC ITESM Qro,2011-10-08,,,,,,,,,
cancelled,,,slovenia-2011,949,"The 2011 Slovenian Programming Contest, 2nd Round",2011-05-12,,,,,,,,,
cancelled,,,slovenia-2011,950,"The 2011 Slovenian Programming Contest, 3rd Round",2011-10-14,,,,,,,,,
cancelled,-,,,956,Concurso de Programacion de ACM - Local ITESM C. Puebla ,2006-10-20,,,,,,,,,
cancelled,,,dhaka-2007,1004,Daffodil Inter-University Programming Contest,2007-07-19,,,,,,,,,
cancelled,-,,,1035,Concurso de Programacion Local UAQ Fac. Informatica 2006,2006-09-30,,,,,,,,,
cancelled,,,taiwan-2007,1043,Non-Taiwan Team Taipei Site Registration,2007-11-01,,,,,,,,,
cancelled,-,,,1058,Finals at Caracas,2006-11-10,,,,,,,,,
cancelled,-,,,1083,"UAQ Facultad de Informatica, Concurso Local 2006",2006-10-20,,,,,,,,,
cancelled,-,,,1164,"UAQ Facultad de Informatica, Concurso Local 2007",-,,,,,,,,,
cancelled,,,dhaka-2007,1187,NSU Computer Programming Contest 2007,2007-11-08,,,,,,,,,
cancelled,,,chengdu-2007,1223,South Central China Programming Invitational Contest,2007-04-22,,,,,,,,,
cancelled,-,,,1295,Concurso de Programacion de ACM - Local ITESM C. Puebla,-,,,,,,,,,
cancelled,,,slovenia-2012,1325,"The 2012 Slovenian Programming Contest, 3rd Round",2012-10-11,,,,,,,,,
cancelled,,,central-america-2012,1439,The 2012 National Programming Contest Sonora,,,,,,,,,,
cancelled,,,central-america-2012,1445,Batalla de Programadores Ibero Leon,2012-11-02,,,,,,,,,
cancelled,,,central-america-2012,1448,The 2012 National Programming Contest Costa Rica,,,,,,,,,,
cancelled,,,central-america-2012,1449,The 2012 National Programming Contest Panama,,,,,,,,,,
cancelled,,,central-america-2012,1450,The 2012 National Programming Contest Guatemala,,,,,,,,,,
cancelled,,,central-america-2012,1454,The 2012 ICPC ITESM Qro,,,,,,,,,,
cancelled,,,central-america-2012,1456,The 2012 National Programming Contest Quintana Roo,,,,,,,,,,
cancelled,,,central-america-2012,1461,The 2012 ICPC Technologico NL (Sept. 24),,,,,,,,,,
cancelled,,,central-america-2012,1462,The 2012 National Programming Contest Hidalgo,,,,,,,,,,
cancelled,,,central-america-2012,1466,The 2012 ICPC BUAP,,,,,,,,,,
cancelled,,,central-america-2012,1467,The 2012 National Programming Contest Yucatan,,,,,,,,,,
cancelled,,,central-america-2012,1468,The 2012 National Programming Contest Morelos,,,,,,,,,,
cancelled,,,central-america-2012,1469,The 2012 National Programming Contest Guerrero,,,,,,,,,,
cancelled,,,central-america-2012,1471,The 2012 National Programming Contest Chiapas,,,,,,,,,,
cancelled,,,central-america-2012,1472,The 2012 National Programming Contest Coahuila,,,,,,,,,,
cancelled,,,central-america-2012,1473,The 2012 National Programming Contest Oaxaca,,,,,,,,,,
cancelled,,,central-america-2012,1474,The 2012 National Programming Contest Estado de Mexico,,,,,,,,,,
cancelled,,,central-america-2012,1475,The 2012 National Programming Contest San Luis Potosi,,,,,,,,,,
cancelled,,,central-america-2012,1476,The 2012 National Programming Contest Tabasco,,,,,,,,,,
cancelled,,,central-america-2012,1477,The 2012 National Programming Contest Veracruz,,,,,,,,,,
cancelled,,,central-america-2012,1479,The 2012 ICPC ITAM,2012-09-29,,,,,,,,,
cancelled,,,central-america-2012,1480,The 2012 ICPC ITESM Cd. De Mexico,,,,,,,,,,
cancelled,,,central-america-2012,1481,The 2012 National Programming Contest Zacatecas,,,,,,,,,,
cancelled,,,thailand-2012,1527,Thailand First Round Online Programming Contest,,,,,,,,,,
cancelled,,,jordan-2012,1529,The 2012 Amman Collegiate Programming Contest,,,,,,,,,,
cancelled,,,wf-2013,1530,Down Under Central,,,,,,,,,,
cancelled,,,wf-2013,1531,Down Under West,,,,,,,,,,
cancelled,,,wf-2013,1532,Down Under East,,,,,,,,,,
cancelled,,,wf-2013,1533,Down Down Under,,,,,,,,,,
cancelled,,,wf-2013,1535,Australian Programming Contest,2012-08-01,,,,,,,,,
cancelled,,,central-america-2013,1820,The 2013 National Programming Contest Panama,,,,,,,,,,
cancelled,,,central-america-2013,1821,The 2013 National Programming Contest Guatemala,,,,,,,,,,
cancelled,,,central-america-2013,1822,The 2013 National Programming Contest Costa Rica,,,,,,,,,,
cancelled,,,central-america-2013,1827,The 2013 ITESO Programming Battle,,,,,,,,,,
cancelled,,,central-america-2013,1828,The 2013 Jesuit University System Programming Contest,,,,,,,,,,
cancelled,,,central-america-2013,1833,The 2013 National Programming Contest Quintana Roo,,,,,,,,,,
cancelled,,,central-america-2013,1835,The 2013 National Programming Contest Estado de Mexico,,,,,,,,,,
cancelled,,,central-america-2013,1838,The 2013 ICPC ITESM Qro,,,,,,,,,,
cancelled,,,central-america-2013,1840,The 2013 ICPC ITESM Cd. De Mexico,,,,,,,,,,
cancelled,,,central-america-2013,1841,The 2013 ICPC ITAM,,,,,,,,,,
cancelled,,,central-america-2013,1842,The 2013 National Programming Contest Oaxaca,,,,,,,,,,
cancelled,,,central-america-2013,1844,The 2013 National Programming Contest Coahuila,,,,,,,,,,
cancelled,,,central-america-2013,1845,The 2013 National Programming Contest Yucatan,,,,,,,,,,
cancelled,,,central-america-2013,1846,The 2013 National Programming Contest Chiapas,,,,,,,,,,
cancelled,,,central-america-2013,1848,The 2013 National Programming Contest Morelos,,,,,,,,,,
cancelled,,,central-america-2013,1852,Octubre The 2012 ICPC ITESM Monterrey,,,,,,,,,,
cancelled,,,central-america-2013,1853,The 2013 ICPC Technologico NL (Sept. 21),2013-09-19,,,,,,,,,
cancelled,,,central-america-2013,1854,The 2013 ICPC Technologico NL (Oct. 13),,,,,,,,,,
cancelled,,,central-america-2013,1855,The 2013 National Programming Contest Guerrero,,,,,,,,,,
cancelled,,,central-america-2013,1856,The 2013 National Programming Contest Tabasco,,,,,,,,,,
cancelled,,,central-america-2013,1857,The 2013 National Programming Contest Veracruz,,,,,,,,,,
cancelled,,,central-america-2013,1858,The 2013 National Programming Contest Hidalgo,,,,,,,,,,
cancelled,,,central-america-2013,1859,The 2013 National Programming Contest Zacatecas,,,,,,,,,,
cancelled,,,central-america-2013,1860,The 2013 National Programming Contest San Luis Potosi,,,,,,,,,,
cancelled,,,central-america-2013,1862,The 2013 ICPC BUAP,,,,,,,,,,
cancelled,,,taiwan-2013,1907,Asia Chia-YI - Southern Taiwan Provincial Programming Contest,,,,,,,,,,
cancelled,,,slovenia-2013,2015,"The 2013 Slovenian Programming Contest, 3rd Round",,,,,,,,,,
cancelled,,,slovenia-2013,2016,"The 2013 Slovenian Programming Contest, 2nd Round",,,,,,,,,,
cancelled,,,slovenia-2013,2017,"The 2013 Slovenian Programming Contest, 1st Round",,,,,,,,,,
cancelled,,,wf-2014,2044,Down Under West,,,,,,,,,,
cancelled,,,wf-2014,2046,Down Under East,,,,,,,,,,
cancelled,,,wf-2014,2047,Down Under Central,,,,,,,,,,
cancelled,,,wf-2014,2048,Down Down Under,,,,,,,,,,
cancelled,,,wf-2014,2096,2013 ACM-ICPC Philippines Western Mindanao Multi-Provincial Programming Contest,2013-10-05,,,,,,,,,
cancelled,,,seerc-2013,2110,Moldova National Programming Contest,,,,,,,,,,
cancelled,,,wf-2015,2131,Provincial 30,,,,,,,,,,
cancelled,,,wf-2015,2572,2014 ACM-ICPC Vietnam High School Programming Contest,2014-07-15,,,,,,,,,
cancelled,,,jakarta-2014,2593,Asia Jakarta - Indonesia National Contest,,,,,,,,,,
cancelled,,,seerc-2014,2647,Moldova National Programming Contest,,,,,,,,,,
cancelled,bulgaria-2014,,,2648,2014 Bulgarian Collegiate Programming Contest,,,,,,,,,,
cancelled,,,slovenia-2014,2663,"The 2014 Slovenian Programming Contest, 2nd Round",,,,,,,,,,
cancelled,,,slovenia-2014,2664,"The 2014 Slovenian Programming Contest, 1st Round",,,,,,,,,,
cancelled,,,slovenia-2014,2665,"The 2014 Slovenian Programming Contest, 3rd Round",,,,,,,,,,
cancelled,,,south-america-north-2014,2731,Local Contest UCLA-2014,2014-10-04,,,,,,,,,
cancelled,,,slovenia-2015,2774,"The 2015 Slovenian Programming Contest, 1st Round",,,,,,,,,,
cancelled,,,slovenia-2015,2775,"The 2015 Slovenian Programming Contest, 3rd Round",,,,,,,,,,
cancelled,,,slovenia-2015,2776,"The 2015 Slovenian Programming Contest, 2nd Round",,,,,,,,,,
cancelled,bulgaria-2015,,,2788,2015 Bulgarian Collegiate Programming Contest,,,,,,,,,,
cancelled,,,seerc-2015,2789,Moldova National Programming Contest,,,,,,,,,,
cancelled,,,scusa-2015,2833,The 2015 LSU Spring Preliminary,,,,,,,,,,
cancelled,,,gwalior-2014,2965,Asia Gwalior New Online Contest,,,,,,,,,,
cancelled,,,pakistan-2014,2966,Asia Lahore New Online Contest,,,,,,,,,,
cancelled,,,wf-2016,2992,X Provn 32,,,,,,,,,,
cancelled,,,south-africa-2015,3001,The 2016 Beninese Collegiate Programming Contest,2016-03-05,,,,,,,,,
cancelled,,,south-africa-2015,3002,The 2016 Togolese Collegiate Programming Contest,2016-03-19,,,,,,,,,
cancelled,,,south-africa-2015,3003,The 2016 Nigerien Collegiate Programming Contest,2016-04-02,,,,,,,,,
cancelled,,,south-africa-2015,3004,The 2016 Burkinabe Collegiate Programming Contest,2016-04-16,,,,,,,,,
cancelled,,,manila-2016,3027,Asia Manila Preliminary Contest (Online),2017-12-31,,,,,,,,,
cancelled,,,wf-2017,3071,The 2016 ACM-ICPC China Heilongjiang Provincial Programming Contest,2016-12-25,,,,,,,,,
cancelled,,,slovenia-2016,3108,"The 2016 Slovenian Programming Contest, 2nd Round",2016-11-20,,,,,,,,,
cancelled,,,slovenia-2016,3109,"The 2016 Slovenian Programming Contest, 3rd Round",,,,,,,,,,
cancelled,,,slovenia-2016,3110,"The 2016 Slovenian Programming Contest, 1st Round",2016-11-30,,,,,,,,,
cancelled,,,swerc-2016,3123,Maratona Inter-Universitária de Programação 2016,2016-10-15,,,,,,,,,
cancelled,bulgaria-2016,,,3125,2016 Bulgarian Collegiate Programming Contest,,,,,,,,,,
cancelled,,,seerc-2016,3132,Moldova National Programming Contest,,,,,,,,,,
cancelled,,,scusa-2016,3211,The 2016 LSU Spring Preliminary,,,,,,,,,,
